Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
HV337072,06/16/2012 02:42:00 AM,051XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0932,16,01A,1164885,1870594,2012,41.800514351,-87.670843354,"(41.800514351, -87.670843354)"
HV338591,06/17/2012 12:38:00 AM,023XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,2515,37,01A,1141332,1915229,2012,41.923464491,-87.756120351,"(41.923464491, -87.756120351)"
HV338639,06/17/2012 01:26:00 AM,013XX N LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,2532,37,01A,1140393,1908462,2012,41.90491238,-87.759736921,"(41.90491238, -87.759736921)"
HV338655,06/17/2012 01:50:00 AM,000XX E 76TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0623,6,01A,1177702,1854636,2012,41.756443249,-87.624322095,"(41.756443249, -87.624322095)"
HV338194,06/17/2012 03:47:00 AM,020XX W 70TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0735,17,01A,1164043,1857904,2012,41.765709104,-87.674287942,"(41.765709104, -87.674287942)"
HV338153,06/17/2012 03:34:00 PM,107XX S HOXIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0434,10,01A,1195224,1834357,2012,41.700381668,-87.560775501,"(41.700381668, -87.560775501)"
HV340004,06/18/2012 12:52:00 AM,009XX W LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1914,46,01A,1169106,1932065,2012,41.969104797,-87.653577917,"(41.969104797, -87.653577917)"
HV340080,06/18/2012 02:15:00 AM,002XX W 31ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0914,11,01A,1175025,1884414,2012,41.838217196,-87.63324394,"(41.838217196, -87.63324394)"
HV341781,06/19/2012 01:12:00 AM,012XX N MASON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2531,29,01A,1136470,1907600,2012,41.902618024,-87.774168158,"(41.902618024, -87.774168158)"
HV341781,06/19/2012 01:12:00 AM,012XX N MASON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2531,29,01A,1136470,1907600,2012,41.902618024,-87.774168158,"(41.902618024, -87.774168158)"
HV338591,06/20/2012 02:58:00 PM,023XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,true,2515,37,01A,1141332,1915229,2012,41.923464491,-87.756120351,"(41.923464491, -87.756120351)"
HV282664,06/21/2012 01:55:00 PM,054XX W CORTEZ ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1524,37,01A,1139885,1906467,2012,41.89944717,-87.761651822,"(41.89944717, -87.761651822)"
HV348176,06/22/2012 08:39:00 PM,007XX W 70TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0732,6,01A,1172646,1858457,2012,41.767041392,-87.642738852,"(41.767041392, -87.642738852)"
HV350184,06/24/2012 01:59:00 AM,037XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1112,27,01A,1151325,1905082,2012,41.895429716,-87.719668825,"(41.895429716, -87.719668825)"
HV350149,06/24/2012 03:05:00 AM,062XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0313,20,01A,1180975,1863714,2012,41.781279554,-87.612048296,"(41.781279554, -87.612048296)"
HV265549,06/24/2012 10:00:00 AM,045XX S TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0922,14,01A,1156129,1874386,2012,41.81110081,-87.702852587,"(41.81110081, -87.702852587)"
HV351178,06/24/2012 06:34:00 PM,130XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0533,9,01A,1181732,1819043,2012,41.658679358,-87.610647771,"(41.658679358, -87.610647771)"
HV354734,06/26/2012 10:26:00 PM,090XX S DOBSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,BASEMENT,true,true,0413,8,01A,1184796,1845245,2012,41.730509981,-87.5986181,"(41.730509981, -87.5986181)"
HV354699,06/26/2012 10:32:00 PM,090XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0413,8,01A,1189131,1845351,2012,41.730698218,-87.582734417,"(41.730698218, -87.582734417)"
HV356325,06/27/2012 10:43:00 PM,017XX N LUNA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2532,37,01A,1139131,1911014,2012,41.911938428,-87.76431051,"(41.911938428, -87.76431051)"
HV005095,06/30/2012 02:15:00 AM,025XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1013,22,01A,1148346,1886858,2012,41.84547885,-87.731079671,"(41.84547885, -87.731079671)"
HV005095,06/30/2012 02:15:00 AM,025XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1013,22,01A,1148346,1886858,2012,41.84547885,-87.731079671,"(41.84547885, -87.731079671)"
HV359989,06/30/2012 12:47:00 PM,049XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1533,28,01A,1143479,1900050,2012,41.88177169,-87.748611543,"(41.88177169, -87.748611543)"
HV359989,06/30/2012 12:47:00 PM,049XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1533,28,01A,1143479,1900050,2012,41.88177169,-87.748611543,"(41.88177169, -87.748611543)"
HV360935,07/01/2012 01:15:00 AM,031XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,1134,28,01A,1155538,1897993,2012,41.875893078,-87.704386239,"(41.875893078, -87.704386239)"
HV361086,07/01/2012 11:15:00 AM,088XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,0423,10,01A,1197299,1846954,2012,41.734897624,-87.552759624,"(41.734897624, -87.552759624)"
HV362171,07/01/2012 08:24:00 PM,041XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,1132,24,01A,1148918,1897703,2012,41.875227829,-87.72870018,"(41.875227829, -87.72870018)"
HV362300,07/01/2012 10:15:00 PM,008XX E 45TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0221,4,01A,1182603,1875354,2012,41.813183063,-87.60571854,"(41.813183063, -87.60571854)"
HV363367,07/02/2012 03:30:00 PM,042XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1132,24,01A,1148272,1897687,2012,41.875196386,-87.731072469,"(41.875196386, -87.731072469)"
HV363936,07/02/2012 09:41:00 PM,041XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,28,01A,1148729,1898687,2012,41.877931689,-87.729368696,"(41.877931689, -87.729368696)"
HV005469,07/03/2012 12:00:00 AM,078XX S ELLIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,8,01A,1184253,1853166,2012,41.752258758,-87.600360112,"(41.752258758, -87.600360112)"
HV363936,07/03/2012 08:29:00 AM,041XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,28,01A,1148729,1898687,2012,41.877931689,-87.729368696,"(41.877931689, -87.729368696)"
HV366072,07/04/2012 10:29:00 AM,017XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2535,30,01A,1149443,1911340,2012,41.912639024,-87.726418399,"(41.912639024, -87.726418399)"
HV366923,07/04/2012 11:30:00 PM,015XX W 78TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0612,17,01A,1167341,1853004,2012,41.752192862,-87.662339743,"(41.752192862, -87.662339743)"
HV366915,07/04/2012 11:43:00 PM,001XX E 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0322,20,01A,1178447,1859962,2012,41.771041494,-87.621430294,"(41.771041494, -87.621430294)"
HV367139,07/05/2012 02:34:00 AM,017XX W 45TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0924,12,01A,1165345,1874858,2012,41.812205522,-87.66903552,"(41.812205522, -87.66903552)"
HV367227,07/05/2012 03:39:00 AM,048XX W ST PAUL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2533,37,01A,1143783,1911198,2012,41.912357382,-87.747215593,"(41.912357382, -87.747215593)"
HV368117,07/05/2012 04:07:00 PM,013XX W 48TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0933,3,01A,1168051,1872930,2012,41.80685705,-87.659165427,"(41.80685705, -87.659165427)"
HV368231,07/05/2012 05:05:00 PM,048XX S ARCHER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0821,14,01A,1151795,1872186,2012,41.805149849,-87.718807226,"(41.805149849, -87.718807226)"
HV368909,07/06/2012 02:03:00 AM,106XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0512,9,01A,1182795,1834645,2012,41.701468915,-87.606276251,"(41.701468915, -87.606276251)"
HV375273,07/10/2012 03:14:00 AM,006XX N ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,1324,27,01A,1165609,1904556,2012,41.893693999,-87.667222147,"(41.893693999, -87.667222147)"
HV376109,07/10/2012 04:25:00 PM,000XX E GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,true,false,0225,3,01A,1177792,1868568,2012,41.794672085,-87.623570871,"(41.794672085, -87.623570871)"
HV376930,07/11/2012 01:49:00 AM,061XX N SHERIDAN RD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2433,48,01A,1168514,1940972,2012,41.993558695,-87.655495503,"(41.993558695, -87.655495503)"
HV376915,07/11/2012 02:21:00 AM,014XX N SEDGWICK ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1821,27,01A,1173383,1909988,2012,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
HV375429,07/11/2012 03:30:00 PM,063XX N ARTESIAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,2413,50,01A,1158837,1941941,2012,41.996422338,-87.691064585,"(41.996422338, -87.691064585)"
HV379267,07/12/2012 02:08:00 PM,058XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,16,01A,1159038,1865900,2012,41.787755043,-87.692414612,"(41.787755043, -87.692414612)"
HV381916,07/14/2012 05:00:00 AM,018XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1233,25,01A,1170426,1891238,2012,41.857044461,-87.649920503,"(41.857044461, -87.649920503)"
HV381917,07/14/2012 08:31:00 AM,011XX S WHIPPLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1134,28,01A,1156199,1894990,2012,41.86763922,-87.702040367,"(41.86763922, -87.702040367)"
HV383120,07/14/2012 08:35:00 PM,012XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0612,21,01A,1169165,1852390,2012,41.750468733,-87.655673301,"(41.750468733, -87.655673301)"
HV384734,07/16/2012 12:28:00 AM,078XX S CONSTANCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0414,8,01A,1189897,1853356,2012,41.752646328,-87.57967152,"(41.752646328, -87.57967152)"
HV385084,07/16/2012 05:15:00 AM,005XX W 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0732,17,01A,1174052,1857172,2012,41.763484107,-87.637623404,"(41.763484107, -87.637623404)"
HV387343,07/17/2012 03:04:00 PM,078XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0421,7,01A,1194882,1853397,2012,41.752637555,-87.561402561,"(41.752637555, -87.561402561)"
HV390557,07/19/2012 03:43:00 PM,059XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0713,16,01A,1167352,1865301,2012,41.785937198,-87.66194767,"(41.785937198, -87.66194767)"
HV391084,07/19/2012 09:30:00 PM,017XX W 75TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0611,17,01A,1166235,1854775,2012,41.757076332,-87.666342442,"(41.757076332, -87.666342442)"
HV392885,07/21/2012 12:51:00 AM,059XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1512,29,01A,1136704,1902266,2012,41.887976661,-87.77343648,"(41.887976661, -87.77343648)"
HV392970,07/21/2012 01:46:00 AM,042XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1624,45,01A,1142452,1927609,2012,41.957415629,-87.75169636,"(41.957415629, -87.75169636)"
HV393153,07/21/2012 06:00:00 AM,045XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0924,20,01A,1165110,1874572,2012,41.811425687,-87.669905596,"(41.811425687, -87.669905596)"
HV396369,07/23/2012 11:27:00 AM,044XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1131,24,01A,1146861,1898318,2012,41.876954977,-87.736237031,"(41.876954977, -87.736237031)"
HV397322,07/23/2012 10:18:00 PM,021XX E 96TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,0431,7,01A,1191965,1841725,2012,41.720679834,-87.572470102,"(41.720679834, -87.572470102)"
HV392859,07/24/2012 07:44:00 AM,057XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0712,16,01A,1170954,1866855,2012,41.790123609,-87.648695636,"(41.790123609, -87.648695636)"
HV397322,07/24/2012 07:35:00 PM,021XX E 96TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,0431,7,01A,1191965,1841725,2012,41.720679834,-87.572470102,"(41.720679834, -87.572470102)"
HV399283,07/25/2012 08:58:00 AM,018XX W WALNUT ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1333,27,01A,1164162,1901758,2012,41.886046771,-87.672615599,"(41.886046771, -87.672615599)"
HV400815,07/26/2012 06:45:00 AM,059XX N SHERIDAN RD,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,2433,48,01A,1168549,1939863,2012,41.990514817,-87.655399054,"(41.990514817, -87.655399054)"
HV401453,07/26/2012 03:51:00 PM,071XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,6,01A,1181142,1857810,2012,41.765074549,-87.611617688,"(41.765074549, -87.611617688)"
HV401683,07/26/2012 05:10:00 PM,116XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2234,34,01A,1165751,1827652,2012,41.682656831,-87.668883403,"(41.682656831, -87.668883403)"
HV392987,07/26/2012 06:57:00 PM,029XX E 85TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0423,10,01A,1197422,1849183,2012,41.741011113,-87.552234899,"(41.741011113, -87.552234899)"
HV402064,07/26/2012 11:17:00 PM,026XX E 100TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0431,10,01A,1195553,1839091,2012,41.713364123,-87.55941507,"(41.713364123, -87.55941507)"
HV402064,07/26/2012 11:17:00 PM,026XX E 100TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0431,10,01A,1195553,1839091,2012,41.713364123,-87.55941507,"(41.713364123, -87.55941507)"
HV402288,07/27/2012 03:55:00 AM,000XX N HOMAN BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,1123,28,01A,1153708,1900256,2012,41.882139587,-87.71104513,"(41.882139587, -87.71104513)"
HV404942,07/28/2012 08:25:00 PM,109XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0513,9,01A,1181516,1832562,2012,41.695782417,-87.611023461,"(41.695782417, -87.611023461)"
HV400434,07/29/2012 01:55:00 PM,014XX E 73RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0324,5,01A,1187267,1856883,2012,41.762387559,-87.589197442,"(41.762387559, -87.589197442)"
HV408051,07/30/2012 09:41:00 PM,003XX N LATROBE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1523,28,01A,1141316,1901741,2012,41.88645217,-87.756512398,"(41.88645217, -87.756512398)"
HV409766,07/31/2012 11:58:00 PM,012XX S KOLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1011,24,01A,1147580,1894020,2012,41.865146994,-87.733707291,"(41.865146994, -87.733707291)"
HV409869,08/01/2012 01:10:00 AM,050XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,37,01A,1142373,1906849,2012,41.900449563,-87.752503802,"(41.900449563, -87.752503802)"
HV411096,08/01/2012 07:55:00 PM,007XX S INDEPENDENCE BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1133,24,01A,1151373,1896559,2012,41.872040755,-87.719716357,"(41.872040755, -87.719716357)"
HV412015,08/02/2012 12:50:00 PM,006XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,27,01A,1150610,1903972,2012,41.892397765,-87.722323899,"(41.892397765, -87.722323899)"
HV412015,08/02/2012 12:50:00 PM,006XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,27,01A,1150610,1903972,2012,41.892397765,-87.722323899,"(41.892397765, -87.722323899)"
HV412792,08/02/2012 09:32:00 PM,009XX N LAWLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,false,false,1531,37,01A,1142518,1905838,2012,41.897672568,-87.751996366,"(41.897672568, -87.751996366)"
HV412880,08/02/2012 11:20:00 PM,112XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0531,9,01A,1182922,1830467,2012,41.690000986,-87.605940419,"(41.690000986, -87.605940419)"
HV413138,08/03/2012 04:41:00 AM,021XX N ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1413,26,01A,1152910,1914188,2012,41.920386159,-87.713605835,"(41.920386159, -87.713605835)"
HV414779,08/04/2012 03:45:00 AM,006XX N LA SALLE DR,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,1832,42,01A,1175022,1904561,2012,41.893501985,-87.632651542,"(41.893501985, -87.632651542)"
HV416169,08/05/2012 09:04:00 AM,049XX N WHIPPLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1713,33,01A,1155150,1932614,2012,41.970903661,-87.70487923,"(41.970903661, -87.70487923)"
HV417108,08/05/2012 07:01:00 PM,055XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0225,20,01A,1177658,1868311,2012,41.793969887,-87.624070018,"(41.793969887, -87.624070018)"
HV417354,08/05/2012 10:24:00 PM,073XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0334,7,01A,1193149,1856674,2012,41.761672394,-87.567646282,"(41.761672394, -87.567646282)"
HV417505,08/06/2012 02:24:00 AM,104XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2212,21,01A,1168946,1835550,2012,41.704262023,-87.656960706,"(41.704262023, -87.656960706)"
HV418924,08/06/2012 10:30:00 PM,011XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,1231,2,01A,1166546,1895280,2012,41.868219921,-87.664046556,"(41.868219921, -87.664046556)"
HV420772,08/08/2012 04:01:00 AM,000XX E 56TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0225,20,01A,1177824,1867917,2012,41.792884953,-87.62347324,"(41.792884953, -87.62347324)"
HV422101,08/09/2012 12:32:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0312,20,01A,1180012,1862976,2012,41.779276522,-87.615601416,"(41.779276522, -87.615601416)"
HV422164,08/09/2012 12:59:00 AM,068XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0322,20,01A,1179222,1859681,2012,41.770252762,-87.618598009,"(41.770252762, -87.618598009)"
HV422248,08/09/2012 04:42:00 AM,057XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0715,15,01A,1165660,1866600,2012,41.789537904,-87.668114522,"(41.789537904, -87.668114522)"
HV422304,08/09/2012 06:50:00 AM,078XX S LOWE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,17,01A,1173324,1852979,2012,41.751994124,-87.640415448,"(41.751994124, -87.640415448)"
HV423548,08/09/2012 10:17:00 PM,083XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0834,18,01A,1148536,1848885,2012,41.741271378,-87.731358205,"(41.741271378, -87.731358205)"
HV428209,08/13/2012 10:00:00 AM,001XX E DELAWARE PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOTEL,true,false,1833,42,01A,1176911,1906649,2012,41.899189017,-87.625650736,"(41.899189017, -87.625650736)"
HV429244,08/13/2012 10:32:00 PM,057XX S ELIZABETH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0713,16,01A,1168969,1866719,2012,41.789793556,-87.655978004,"(41.789793556, -87.655978004)"
HV427612,08/13/2012 11:15:00 PM,088XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0423,10,01A,1197297,1847022,2012,41.735084271,-87.552764692,"(41.735084271, -87.552764692)"
HV429742,08/14/2012 10:42:00 AM,116XX S YALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1176694,1827833,2012,41.682914946,-87.628820016,"(41.682914946, -87.628820016)"
HV430896,08/15/2012 12:05:00 AM,075XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,7,01A,1194503,1855492,2012,41.758395718,-87.562722643,"(41.758395718, -87.562722643)"
HV430789,08/15/2012 04:46:00 AM,048XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ABANDONED BUILDING,false,false,1533,24,01A,1144160,1898233,2012,41.876772861,-87.746156543,"(41.876772861, -87.746156543)"
HV432027,08/15/2012 06:48:00 PM,069XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VESTIBULE,false,false,0331,5,01A,1192968,1859371,2012,41.769077585,-87.568221728,"(41.769077585, -87.568221728)"
HV432302,08/15/2012 11:11:00 PM,062XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0713,16,01A,1167403,1863368,2012,41.780631714,-87.661816029,"(41.780631714, -87.661816029)"
HV432703,08/16/2012 08:56:00 AM,029XX W SHERWIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,2411,50,01A,1155475,1948581,2012,42.014711289,-87.703252182,"(42.014711289, -87.703252182)"
HV434932,08/17/2012 07:03:00 PM,005XX S KILPATRICK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1131,24,01A,1145142,1897094,2012,41.873628814,-87.742579686,"(41.873628814, -87.742579686)"
HV435376,08/18/2012 12:38:00 AM,115XX S WENTWORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0522,34,01A,1177003,1828463,2012,41.684636822,-87.627669999,"(41.684636822, -87.627669999)"
HV435847,08/18/2012 10:36:00 AM,007XX E 92ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0633,9,01A,1182770,1844133,2012,41.72750574,-87.606074341,"(41.72750574, -87.606074341)"
HV435850,08/18/2012 10:37:00 AM,002XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1125,2,01A,1159149,1898797,2012,41.878025954,-87.691105827,"(41.878025954, -87.691105827)"
HV435985,08/18/2012 11:53:00 AM,074XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0733,17,01A,1171593,1855527,2012,41.759024243,-87.646684247,"(41.759024243, -87.646684247)"
HV435647,08/18/2012 03:29:00 PM,024XX W 35TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0911,12,01A,1160485,1881397,2012,41.830251024,-87.686681487,"(41.830251024, -87.686681487)"
HV436957,08/19/2012 09:52:00 AM,030XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1031,22,01A,1150192,1884102,2012,41.837880307,-87.72437669,"(41.837880307, -87.72437669)"
HV440491,08/21/2012 04:05:00 PM,046XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0924,20,01A,1164468,1873814,2012,41.809359223,-87.672281805,"(41.809359223, -87.672281805)"
HV440764,08/21/2012 06:53:00 PM,029XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,16,01A,1157959,1865384,2012,41.78636107,-87.696384906,"(41.78636107, -87.696384906)"
HV440764,08/21/2012 11:51:00 PM,029XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,16,01A,1157959,1865384,2012,41.78636107,-87.696384906,"(41.78636107, -87.696384906)"
HV442087,08/22/2012 06:05:00 PM,028XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1124,2,01A,1157573,1899231,2012,41.879249107,-87.696880721,"(41.879249107, -87.696880721)"
HV442412,08/22/2012 08:56:00 PM,007XX E 50TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0223,4,01A,1182038,1872023,2012,41.804055642,-87.607894092,"(41.804055642, -87.607894092)"
HV445179,08/24/2012 05:40:00 PM,030XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0914,11,01A,1172791,1884664,2012,41.838952891,-87.641434108,"(41.838952891, -87.641434108)"
HV445189,08/24/2012 05:42:00 PM,079XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0624,8,01A,1183607,1852643,2012,41.750838669,-87.602743669,"(41.750838669, -87.602743669)"
HV445389,08/24/2012 09:48:00 PM,088XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,SCHOOL YARD,false,false,0632,6,01A,1179136,1846522,2012,41.734144934,-87.619313551,"(41.734144934, -87.619313551)"
HV445785,08/25/2012 03:10:00 AM,049XX S DREXEL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0223,4,01A,1183021,1872381,2012,41.805015199,-87.604277826,"(41.805015199, -87.604277826)"
HV446329,08/25/2012 12:44:00 PM,006XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,6,01A,1181686,1852760,2012,41.751204276,-87.609779467,"(41.751204276, -87.609779467)"
